id,name,gene-id,gene-symbol,gene-name,entrez-id,chromosome,start-position,end-position
1093801,ENSG00000134352,3547,IL6ST,"interleukin 6 signal transducer (gp130, oncostatin M receptor)",3572,5,n/a,n/a
279997369,ENSG00000248099,3615,INSL3,insulin-like 3 (Leydig cell),3640,19,n/a,n/a
1099941,ENSG00000171105,3618,INSR,insulin receptor,3643,19,n/a,n/a
1087332,ENSG00000027644,3620,INSRR,insulin receptor-related receptor,3645,1,n/a,n/a
1099816,ENSG00000170549,55029,IRX1,iroquois homeobox 1,79192,5,n/a,n/a
1099818,ENSG00000170561,81137,IRX2,iroquois homeobox 2,153572,5,n/a,n/a
1101246,ENSG00000177508,55028,IRX3,iroquois homeobox 3,79191,16,n/a,n/a
1091080,ENSG00000113430,30292,IRX4,iroquois homeobox 4,50805,5,n/a,n/a
1101106,ENSG00000176842,10119,IRX5,iroquois homeobox 5,10265,16,n/a,n/a
1097293,ENSG00000159387,55027,IRX6,iroquois homeobox 6,79190,16,n/a,n/a
1087232,ENSG00000016082,3645,ISL1,ISL LIM homeobox 1,3670,5,n/a,n/a
1097311,ENSG00000159556,41406,ISL2,ISL LIM homeobox 2,64843,15,n/a,n/a
1089360,ENSG00000101230,80182,ISM1,isthmin 1 homolog (zebrafish),140862,20,n/a,n/a
1089230,ENSG00000100593,80444,ISM2,isthmin 2 homolog (zebrafish),145501,14,n/a,n/a
1100833,ENSG00000175329,60053,ISX,intestine-specific homeobox,91464,22,n/a,n/a
1088313,ENSG00000078747,57979,ITCH,itchy E3 ubiquitin protein ligase homolog (mouse),83737,20,n/a,n/a
1091055,ENSG00000113263,3677,ITK,IL2-inducible T-cell kinase,3702,5,n/a,n/a
1088306,ENSG00000078596,9315,ITM2A,integral membrane protein 2A,9452,X,n/a,n/a
1094141,ENSG00000136156,9308,ITM2B,integral membrane protein 2B,9445,13,n/a,n/a
1094085,ENSG00000135916,57300,ITM2C,integral membrane protein 2C,81618,2,n/a,n/a
1089399,ENSG00000101384,179,JAG1,jagged 1,182,20,n/a,n/a
1102697,ENSG00000184916,3689,JAG2,jagged 2,3714,14,n/a,n/a
1097687,ENSG00000162434,3691,JAK1,Janus kinase 1,3716,1,n/a,n/a
1088948,ENSG00000096968,3692,JAK2,Janus kinase 2,3717,9,n/a,n/a
1087065,ENSG00000008083,3695,JARID2,"jumonji, AT rich interactive domain 2",3720,6,n/a,n/a
1102315,ENSG00000183340,8621,JRKL,jerky homolog-like (mouse),8690,11,n/a,n/a
1103135,ENSG00000186625,10945,KATNA1,katanin p60 (ATPase containing) subunit A 1,11104,6,n/a,n/a
1089585,ENSG00000102781,58267,KATNAL1,katanin p60 subunit A-like 1,84056,13,n/a,n/a
1099008,ENSG00000167216,57717,KATNAL2,katanin p60 subunit A-like 2,83473,18,n/a,n/a
1092893,ENSG00000128052,3766,KDR,kinase insert domain receptor (a type III receptor tyrosine kinase),3791,4,n/a,n/a
1091837,ENSG00000119682,9726,KIAA0317,KIAA0317,9870,14,n/a,n/a
1109057,ENSG00000242802,9763,KIAA0415,KIAA0415,9907,7,n/a,n/a
1098691,ENSG00000166004,59614,KIAA1731,KIAA1731,85459,11,n/a,n/a
1097042,ENSG00000157404,3790,KIT,v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog,3815,4,n/a,n/a
1102394,ENSG00000183655,41011,KLHL25,kelch-like 25 (Drosophila),64410,15,n/a,n/a
1099141,ENSG00000167748,3791,KLK1,kallikrein 1,3816,19,n/a,n/a
1099146,ENSG00000167757,10854,KLK11,kallikrein-related peptidase 11,11012,19,n/a,n/a
1103104,ENSG00000186474,29960,KLK12,kallikrein-related peptidase 12,43849,19,n/a,n/a
1093049,ENSG00000129437,29958,KLK14,kallikrein-related peptidase 14,43847,19,n/a,n/a
1099143,ENSG00000167751,3792,KLK2,kallikrein-related peptidase 2,3817,19,n/a,n/a
1095170,ENSG00000142515,351,KLK3,kallikrein-related peptidase 3,354,19,n/a,n/a
1099142,ENSG00000167749,9478,KLK4,kallikrein-related peptidase 4,9622,19,n/a,n/a
1099144,ENSG00000167754,25567,KLK5,kallikrein-related peptidase 5,25818,19,n/a,n/a
1099465,ENSG00000169035,5618,KLK7,kallikrein-related peptidase 7,5650,19,n/a,n/a
1093052,ENSG00000129455,11042,KLK8,kallikrein-related peptidase 8,11202,19,n/a,n/a
1105801,ENSG00000213022,94273,KLK9,kallikrein-related peptidase 9,284366,19,n/a,n/a
1104807,ENSG00000198910,3872,L1CAM,L1 cell adhesion molecule,3897,X,n/a,n/a
1102197,ENSG00000182866,3907,LCK,lymphocyte-specific protein tyrosine kinase,3932,1,n/a,n/a
1091493,ENSG00000116678,3928,LEPR,leptin receptor,3953,1,n/a,n/a
1105937,ENSG00000213921,110018,LEUTX,leucine twenty homeobox,342900,19,n/a,n/a
1093447,ENSG00000132130,3950,LHX1,LIM homeobox 1,3975,17,n/a,n/a
1090240,ENSG00000106689,9220,LHX2,LIM homeobox 2,9355,9,n/a,n/a
1090286,ENSG00000107187,7974,LHX3,LIM homeobox 3,8022,9,n/a,n/a
1092073,ENSG00000121454,59813,LHX4,LIM homeobox 4,89884,1,n/a,n/a
1088694,ENSG00000089116,40844,LHX5,LIM homeobox 5,64211,12,n/a,n/a
1090258,ENSG00000106852,26216,LHX6,LIM homeobox 6,26468,9,n/a,n/a
1097735,ENSG00000162624,128965,LHX8,LIM homeobox 8,431707,1,n/a,n/a
1095301,ENSG00000143355,36235,LHX9,LIM homeobox 9,56956,1,n/a,n/a
1091101,ENSG00000113594,3952,LIFR,leukemia inhibitory factor receptor alpha,3977,5,n/a,n/a
280100272,ENSG00000256977,61019,LIMS3,LIM and senescent cell antigen-like-containing domain protein 3,96626,2,n/a,n/a
1099634,ENSG00000169783,59084,LINGO1,leucine rich repeat and Ig domain containing 1,84894,15,n/a,n/a
1100670,ENSG00000174482,81339,LINGO2,leucine rich repeat and Ig domain containing 2,158038,9,n/a,n/a
1093421,ENSG00000131899,3971,LLGL1,lethal giant larvae homolog 1 (Drosophila),3996,17,n/a,n/a
1088101,ENSG00000073350,3968,LLGL2,lethal giant larvae homolog 2 (Drosophila),3993,17,n/a,n/a
1098804,ENSG00000166407,3979,LMO1,LIM domain only 1 (rhombotin 1),4004,11,n/a,n/a
1093971,ENSG00000135363,3980,LMO2,LIM domain only 2 (rhombotin-like 1),4005,11,n/a,n/a
1087514,ENSG00000048540,35172,LMO3,LIM domain only 3 (rhombotin-like 2),55885,12,n/a,n/a
1095232,ENSG00000143013,8477,LMO4,LIM domain only 4,8543,1,n/a,n/a
1098375,ENSG00000164715,22609,LMTK2,lemur tyrosine kinase 2,22853,7,n/a,n/a
1095148,ENSG00000142235,77507,LMTK3,lemur tyrosine kinase 3,114783,19,n/a,n/a
1097779,ENSG00000162761,3984,LMX1A,"LIM homeobox transcription factor 1, alpha",4009,1,n/a,n/a
1094303,ENSG00000136944,3985,LMX1B,"LIM homeobox transcription factor 1, beta",4010,9,n/a,n/a
1092887,ENSG00000128011,36895,LRFN1,leucine rich repeat and fibronectin type III domain containing 1,57622,19,n/a,n/a
1096946,ENSG00000156564,36770,LRFN2,leucine rich repeat and fibronectin type III domain containing 2,57497,6,n/a,n/a
1092705,ENSG00000126243,55226,LRFN3,leucine rich repeat and fibronectin type III domain containing 3,79414,19,n/a,n/a
1100517,ENSG00000173621,54839,LRFN4,leucine rich repeat and fibronectin type III domain containing 4,78999,11,n/a,n/a
1098534,ENSG00000165379,80448,LRFN5,leucine rich repeat and fibronectin type III domain containing 5,145581,14,n/a,n/a
1105311,ENSG00000204913,180924,LRRC3C,leucine rich repeat containing 3C,100505591,17,n/a,n/a
1103004,ENSG00000186105,110740,LRRC70,leucine rich repeat containing 70,100130733,5,n/a,n/a
1100942,ENSG00000175928,36906,LRRN1,leucine rich repeat neuronal 1,57633,3,n/a,n/a
1099772,ENSG00000170382,10299,LRRN2,leucine rich repeat neuronal 2,10446,1,n/a,n/a
1100410,ENSG00000173114,33965,LRRN3,leucine rich repeat neuronal 3,54674,7,n/a,n/a
1098731,ENSG00000166159,153026,LRTM2,leucine-rich repeats and transmembrane domains 2,654429,12,n/a,n/a
1102862,ENSG00000185565,4020,LSAMP,limbic system-associated membrane protein,4045,3,n/a,n/a
1087533,ENSG00000049323,4027,LTBP1,latent transforming growth factor beta binding protein 1,4052,2,n/a,n/a
1091836,ENSG00000119681,4028,LTBP2,latent transforming growth factor beta binding protein 2,4053,14,n/a,n/a
1099232,ENSG00000168056,4029,LTBP3,latent transforming growth factor beta binding protein 3,4054,11,n/a,n/a
1088736,ENSG00000090006,8366,LTBP4,latent transforming growth factor beta binding protein 4,8425,19,n/a,n/a
1090776,ENSG00000111321,4030,LTBR,"lymphotoxin beta receptor (TNFR superfamily, member 3)",4055,12,n/a,n/a
1087716,ENSG00000062524,4033,LTK,leukocyte receptor tyrosine kinase,4058,15,n/a,n/a
1092851,ENSG00000127603,23254,MACF1,microtubule-actin crosslinking factor 1,23499,1,n/a,n/a
1090683,ENSG00000110514,8501,MADD,MAP-kinase activating death domain,8567,11,n/a,n/a
1105010,ENSG00000204103,9791,MAFB,v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian),9935,20,n/a,n/a
1090058,ENSG00000105695,4074,MAG,myelin associated glycoprotein,4099,19,n/a,n/a
1090861,ENSG00000111837,4092,MAK,male germ cell-associated kinase,4117,6,n/a,n/a
1097522,ENSG00000161021,9650,MAML1,mastermind-like 1 (Drosophila),9794,5,n/a,n/a
1102581,ENSG00000184384,58642,MAML2,mastermind-like 2 (Drosophila),84441,11,n/a,n/a
1089047,ENSG00000100030,5562,MAPK1,mitogen-activated protein kinase 1,5594,22,n/a,n/a
1090556,ENSG00000109339,5570,MAPK10,mitogen-activated protein kinase 10,5602,4,n/a,n/a
1102828,ENSG00000185386,5568,MAPK11,mitogen-activated protein kinase 11,5600,22,n/a,n/a
1103481,ENSG00000188130,6266,MAPK12,mitogen-activated protein kinase 12,6300,22,n/a,n/a
1096961,ENSG00000156711,5571,MAPK13,mitogen-activated protein kinase 13,5603,6,n/a,n/a
1090891,ENSG00000112062,1421,MAPK14,mitogen-activated protein kinase 14,1432,6,n/a,n/a
1101860,ENSG00000181085,86280,MAPK15,mitogen-activated protein kinase 15,225689,8,n/a,n/a
1089599,ENSG00000102882,5563,MAPK3,mitogen-activated protein kinase 3,5595,16,n/a,n/a
1095082,ENSG00000141639,5564,MAPK4,mitogen-activated protein kinase 4,5596,18,n/a,n/a
1087962,ENSG00000069956,5565,MAPK6,mitogen-activated protein kinase 6,5597,15,n/a,n/a
1098829,ENSG00000166484,5566,MAPK7,mitogen-activated protein kinase 7,5598,17,n/a,n/a
1090324,ENSG00000107643,5567,MAPK8,mitogen-activated protein kinase 8,5599,10,n/a,n/a
1087556,ENSG00000050748,5569,MAPK9,mitogen-activated protein kinase 9,5601,5,n/a,n/a
1097809,ENSG00000162889,9133,MAPKAPK2,mitogen-activated protein kinase-activated protein kinase 2,9261,1,n/a,n/a
1091214,ENSG00000114738,7821,MAPKAPK3,mitogen-activated protein kinase-activated protein kinase 3,7867,3,n/a,n/a
1088683,ENSG00000089022,8484,MAPKAPK5,mitogen-activated protein kinase-activated protein kinase 5,8550,12,n/a,n/a
1094450,ENSG00000137802,22760,MAPKBP1,mitogen-activated protein kinase binding protein 1,23005,15,n/a,n/a
1087041,ENSG00000007264,4120,MATK,megakaryocyte-associated tyrosine kinase,4145,19,n/a,n/a
1088229,ENSG00000076706,4137,MCAM,melanoma cell adhesion molecule,4162,11,n/a,n/a
1095676,ENSG00000145794,58667,MEGF10,multiple EGF-like-domains 10,84466,5,n/a,n/a
1097098,ENSG00000157890,58666,MEGF11,multiple EGF-like-domains 11,84465,15,n/a,n/a
1097718,ENSG00000162591,1940,MEGF6,multiple EGF-like-domains 6,1953,1,n/a,n/a
1095432,ENSG00000143995,4186,MEIS1,Meis homeobox 1,4211,2,n/a,n/a
1093750,ENSG00000134138,4187,MEIS2,Meis homeobox 2,4212,15,n/a,n/a
1091011,ENSG00000112818,4199,MEP1A,"meprin A, alpha (PABA peptide hydrolase)",4224,6,n/a,n/a
1095036,ENSG00000141434,4200,MEP1B,"meprin A, beta",4225,18,n/a,n/a
1096569,ENSG00000153208,10314,MERTK,c-mer proto-oncogene tyrosine kinase,10461,2,n/a,n/a
1090118,ENSG00000105976,4208,MET,met proto-oncogene (hepatocyte growth factor receptor),4233,7,n/a,n/a
1098827,ENSG00000166482,4214,MFAP4,microfibrillar-associated protein 4,4239,17,n/a,n/a
1094916,ENSG00000140545,4215,MFGE8,milk fat globule-EGF factor 8 protein,4240,15,n/a,n/a
1094024,ENSG00000135596,41353,MICAL1,"microtubule associated monoxygenase, calponin and LIM domain containing 1",64780,6,n/a,n/a
1093707,ENSG00000133816,9501,MICAL2,"microtubule associated monoxygenase, calponin and LIM domain containing 2",9645,11,n/a,n/a
1109070,ENSG00000243156,36826,MICAL3,"microtubule associated monoxygenase, calponin and LIM domain containing 3",57553,22,n/a,n/a
1093705,ENSG00000133808,59143,MICALCL,MICAL C-terminal like,84953,11,n/a,n/a
1089081,ENSG00000100139,59547,MICALL1,MICAL-like 1,85377,22,n/a,n/a
1098413,ENSG00000164877,55581,MICALL2,MICAL-like 2,79778,7,n/a,n/a
1102768,ENSG00000185155,58115,MIXL1,Mix paired-like homeobox,83881,1,n/a,n/a
1096813,ENSG00000155438,58575,MKI67IP,MKI67 (FHA domain) interacting nucleolar phosphoprotein,84365,2,n/a,n/a
1088332,ENSG00000079277,8503,MKNK1,MAP kinase interacting serine/threonine kinase 1,8569,1,n/a,n/a
1089010,ENSG00000099875,2855,MKNK2,MAP kinase interacting serine/threonine kinase 2,2872,19,n/a,n/a
1096206,ENSG00000150051,93835,MKX,mohawk homeobox,283078,10,n/a,n/a
1093218,ENSG00000130675,3092,MNX1,motor neuron and pancreas homeobox 1,3110,7,n/a,n/a
1088385,ENSG00000080823,5859,MOK,MOK protein kinase,5891,14,n/a,n/a
1103158,ENSG00000186732,754,MPPED1,metallophosphoesterase domain containing 1,758,22,n/a,n/a
1087845,ENSG00000066382,740,MPPED2,metallophosphoesterase domain containing 2,744,11,n/a,n/a
1093924,ENSG00000135097,4414,MSI1,musashi homolog 1 (Drosophila),4440,12,n/a,n/a
1096638,ENSG00000153944,79007,MSI2,musashi homolog 2 (Drosophila),124540,17,n/a,n/a
1098185,ENSG00000164078,4460,MST1R,macrophage stimulating 1 receptor (c-met-related tyrosine kinase),4486,3,n/a,n/a
1099881,ENSG00000170873,9644,MTSS1,metastasis suppressor 1,9788,8,n/a,n/a
1093533,ENSG00000132613,60144,MTSS1L,metastasis suppressor 1-like,92154,16,n/a,n/a
1100421,ENSG00000173171,4554,MTX1,metaxin 1,4580,1,n/a,n/a
1092965,ENSG00000128654,10504,MTX2,metaxin 2,10651,2,n/a,n/a
1101153,ENSG00000177034,110189,MTX3,metaxin 3,345778,5,n/a,n/a
1100533,ENSG00000173702,35946,MUC13,"mucin 13, cell surface associated",56667,3,n/a,n/a
1099658,ENSG00000169894,4558,MUC3A,"mucin 3A, cell surface associated",4584,7,n/a,n/a
1087353,ENSG00000030304,4567,MUSK,"muscle, skeletal, receptor tyrosine kinase",4593,9,n/a,n/a
1089457,ENSG00000101825,25627,MXRA5,matrix-remodelling associated 5,25878,X,n/a,n/a
1086967,ENSG00000005810,22832,MYCBP2,MYC binding protein 2,23077,13,n/a,n/a
1087386,ENSG00000034971,4627,MYOC,"myocilin, trabecular meshwork inducible glucocorticoid response",4653,1,n/a,n/a
1089655,ENSG00000103174,30654,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,51172,16,n/a,n/a
1090832,ENSG00000111704,55725,NANOG,Nanog homeobox,79923,12,n/a,n/a
1096118,ENSG00000149294,4658,NCAM1,neural cell adhesion molecule 1,4684,11,n/a,n/a
1096731,ENSG00000154654,4659,NCAM2,neural cell adhesion molecule 2,4685,21,n/a,n/a
1093149,ENSG00000130287,1452,NCAN,neurocan,1463,19,n/a,n/a
1087263,ENSG00000020129,22909,NCDN,neurochondrin,23154,1,n/a,n/a
1097124,ENSG00000158092,4664,NCK1,NCK adaptor protein 1,4690,3,n/a,n/a
1088016,ENSG00000071051,8380,NCK2,NCK adaptor protein 2,8440,2,n/a,n/a
1091255,ENSG00000115053,4665,NCL,nucleolin,4691,2,n/a,n/a
1094736,ENSG00000139350,78841,NEDD1,"neural precursor cell expressed, developmentally down-regulated 1",121441,12,n/a,n/a
1087960,ENSG00000069869,4708,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4",4734,15,n/a,n/a
1087539,ENSG00000049759,23082,NEDD4L,"neural precursor cell expressed, developmentally down-regulated 4-like",23327,18,n/a,n/a
1100223,ENSG00000172260,90401,NEGR1,neuronal growth regulator 1,257194,1,n/a,n/a
1098683,ENSG00000165973,4719,NELL1,NEL-like 1 (chicken),4745,11,n/a,n/a
1102630,ENSG00000184613,4727,NELL2,NEL-like 2 (chicken),4753,12,n/a,n/a
1087872,ENSG00000067141,4730,NEO1,neogenin 1,4756,15,n/a,n/a
1098785,ENSG00000166342,57512,NETO1,neuropilin (NRP) and tolloid (TLL)-like 1,81832,18,n/a,n/a
1099974,ENSG00000171208,57511,NETO2,neuropilin (NRP) and tolloid (TLL)-like 2,81831,16,n/a,n/a
1090365,ENSG00000107954,9025,NEURL,neuralized homolog (Drosophila),9148,10,n/a,n/a
1106060,ENSG00000214357,33783,NEURL1B,neuralized homolog 1B (Drosophila),54492,5,n/a,n/a
1092408,ENSG00000124257,80153,NEURL2,neuralized homolog 2 (Drosophila),140825,20,n/a,n/a
1106243,ENSG00000215041,58662,NEURL4,neuralized homolog 4 (Drosophila),84461,17,n/a,n/a
1097837,ENSG00000162992,4734,NEUROD1,neurogenic differentiation 1,4760,2,n/a,n/a
1100056,ENSG00000171532,4735,NEUROD2,neurogenic differentiation 2,4761,17,n/a,n/a
1092273,ENSG00000123307,37191,NEUROD4,neurogenic differentiation 4,58158,12,n/a,n/a
1098341,ENSG00000164600,40610,NEUROD6,neurogenic differentiation 6,63974,7,n/a,n/a
1101998,ENSG00000181965,4736,NEUROG1,neurogenin 1,4762,5,n/a,n/a
1101406,ENSG00000178403,40609,NEUROG2,neurogenin 2,63973,4,n/a,n/a
1092222,ENSG00000122859,30163,NEUROG3,neurogenin 3,50674,10,n/a,n/a
1097995,ENSG00000163531,22869,NFASC,neurofascin,23114,1,n/a,n/a
1093779,ENSG00000134259,4772,NGF,nerve growth factor (beta polypeptide),4803,1,n/a,n/a
1087753,ENSG00000064300,4773,NGFR,nerve growth factor receptor,4804,17,n/a,n/a
1093386,ENSG00000131669,4783,NINJ1,ninjurin 1,4814,9,n/a,n/a
1100124,ENSG00000171840,4784,NINJ2,ninjurin 2,4815,12,n/a,n/a
1099629,ENSG00000169760,22627,NLGN1,neuroligin 1,22871,3,n/a,n/a
1099687,ENSG00000169992,36828,NLGN2,neuroligin 2,57555,17,n/a,n/a
1103896,ENSG00000196338,33704,NLGN3,neuroligin 3,54413,X,n/a,n/a
1095827,ENSG00000146938,36775,NLGN4X,"neuroligin 4, X-linked",57502,X,n/a,n/a
1098510,ENSG00000165246,22585,NLGN4Y,"neuroligin 4, Y-linked",22829,Y,n/a,n/a
1088597,ENSG00000087095,31181,NLK,nemo-like kinase,51701,17,n/a,n/a
1094022,ENSG00000135577,4798,NMBR,neuromedin B receptor,4829,6,n/a,n/a
1087582,ENSG00000053438,4795,NNAT,neuronatin,4826,20,n/a,n/a
1090194,ENSG00000106410,79656,NOBOX,NOBOX oogenesis homeobox,135935,7,n/a,n/a
1096018,ENSG00000148400,4820,NOTCH1,notch 1,4851,9,n/a,n/a
1093774,ENSG00000134250,4822,NOTCH2,notch 2,4853,1,n/a,n/a
1105836,ENSG00000213240,123095,NOTCH2NL,notch 2 N-terminal like,388677,1,n/a,n/a
1088127,ENSG00000074181,4823,NOTCH3,notch 3,4854,19,n/a,n/a
1105079,ENSG00000204301,4824,NOTCH4,notch 4,4855,6,n/a,n/a
1106095,ENSG00000214513,110101,NOTO,notochord homeobox,344022,2,n/a,n/a
1093243,ENSG00000130751,4830,NPAS1,neuronal PAS domain protein 1,4861,19,n/a,n/a
1096314,ENSG00000151322,40700,NPAS3,neuronal PAS domain protein 3,64067,14,n/a,n/a
1100688,ENSG00000174576,92372,NPAS4,neuronal PAS domain protein 4,266743,11,n/a,n/a
1090293,ENSG00000107281,35933,NPDC1,"neural proliferation, differentiation and control, 1",56654,9,n/a,n/a
1099389,ENSG00000168743,90297,NPNT,nephronectin,255743,4,n/a,n/a
1088793,ENSG00000091129,4866,NRCAM,neuronal cell adhesion molecule,4897,7,n/a,n/a
1097012,ENSG00000157168,3066,NRG1,neuregulin 1,3084,8,n/a,n/a
1097163,ENSG00000158458,9401,NRG2,neuregulin 2,9542,5,n/a,n/a
1102904,ENSG00000185737,10560,NRG3,neuregulin 3,10718,10,n/a,n/a
1099626,ENSG00000169752,80486,NRG4,neuregulin 4,145957,15,n/a,n/a
1088961,ENSG00000099250,8752,NRP1,neuropilin 1,8829,10,n/a,n/a
1091692,ENSG00000118257,8751,NRP2,neuropilin 2,8828,2,n/a,n/a
1099945,ENSG00000171119,4871,NRTN,neurturin,4902,19,n/a,n/a
1101650,ENSG00000179915,9243,NRXN1,neurexin 1,9378,2,n/a,n/a
1090637,ENSG00000110076,9244,NRXN2,neurexin 2,9379,11,n/a,n/a
1087277,ENSG00000021645,9234,NRXN3,neurexin 3,9369,14,n/a,n/a
1102883,ENSG00000185652,4877,NTF3,neurotrophin 3,4908,12,n/a,n/a
1099139,ENSG00000167744,4878,NTF4,neurotrophin 4,4909,19,n/a,n/a
1102157,ENSG00000182667,30347,NTM,neurotrimin,50863,11,n/a,n/a
1104597,ENSG00000198400,4883,NTRK1,"neurotrophic tyrosine kinase, receptor, type 1",4914,1,n/a,n/a
1095968,ENSG00000148053,4884,NTRK2,"neurotrophic tyrosine kinase, receptor, type 2",4915,9,n/a,n/a
1094914,ENSG00000140538,4885,NTRK3,"neurotrophic tyrosine kinase, receptor, type 3",4916,15,n/a,n/a
1103459,ENSG00000188039,94305,NWD1,NACHT and WD repeat domain containing 1,284434,19,n/a,n/a
1102540,ENSG00000184232,85637,OAF,OAF homolog (Drosophila),220323,11,n/a,n/a
1087100,ENSG00000009694,10032,ODZ1,"odz, odd Oz/ten-m homolog 1 (Drosophila)",10178,X,n/a,n/a
1095702,ENSG00000145934,36724,ODZ2,"odz, odd Oz/ten-m homolog 2 (Drosophila)",57451,5,n/a,n/a
1106454,ENSG00000218336,35003,ODZ3,"odz, odd Oz/ten-m homolog 3 (Drosophila)",55714,4,n/a,n/a
1096110,ENSG00000149256,25760,ODZ4,"odz, odd Oz/ten-m homolog 4 (Drosophila)",26011,11,n/a,n/a
1093199,ENSG00000130558,10292,OLFM1,olfactomedin 1,10439,9,n/a,n/a
1089918,ENSG00000105088,60260,OLFM2,olfactomedin 2,93145,19,n/a,n/a
1091744,ENSG00000118733,78681,OLFM3,olfactomedin 3,118427,1,n/a,n/a
1089592,ENSG00000102837,10415,OLFM4,olfactomedin 4,10562,13,n/a,n/a
1102448,ENSG00000183801,93910,OLFML1,olfactomedin-like 1,283298,11,n/a,n/a
1102864,ENSG00000185585,81748,OLFML2A,olfactomedin-like 2A,169611,9,n/a,n/a
1097773,ENSG00000162745,25652,OLFML2B,olfactomedin-like 2B,25903,1,n/a,n/a
1091518,ENSG00000116774,36223,OLFML3,olfactomedin-like 3,56944,1,n/a,n/a
1102536,ENSG00000184221,77779,OLIG1,oligodendrocyte transcription factor 1,116448,21,n/a,n/a
1105605,ENSG00000205927,10069,OLIG2,oligodendrocyte lineage transcription factor 2,10215,21,n/a,n/a
1101237,ENSG00000177468,81704,OLIG3,oligodendrocyte transcription factor 3,167826,6,n/a,n/a
1102416,ENSG00000183715,4946,OPCML,opioid binding protein/cell adhesion molecule-like,4978,11,n/a,n/a
1095647,ENSG00000145623,9056,OSMR,oncostatin M receptor,9180,5,n/a,n/a
1100058,ENSG00000171540,23195,OTP,orthopedia homeobox,23440,5,n/a,n/a
1091337,ENSG00000115507,4981,OTX1,orthodenticle homeobox 1,5013,2,n/a,n/a
1098585,ENSG00000165588,4983,OTX2,orthodenticle homeobox 2,5015,14,n/a,n/a
1088001,ENSG00000070756,26731,PABPC1,"poly(A) binding protein, cytoplasmic 1",26986,8,n/a,n/a
1089322,ENSG00000101104,56137,PABPC1L,"poly(A) binding protein, cytoplasmic 1-like",80336,20,n/a,n/a
1096394,ENSG00000151846,5010,PABPC3,"poly(A) binding protein, cytoplasmic 3",5042,13,n/a,n/a
1088769,ENSG00000090621,8689,PABPC4,"poly(A) binding protein, cytoplasmic 4 (inducible form)",8761,1,n/a,n/a
1100713,ENSG00000174740,80201,PABPC5,"poly(A) binding protein, cytoplasmic 5",140886,X,n/a,n/a
1087034,ENSG00000007168,5016,PAFAH1B1,"platelet-activating factor acetylhydrolase 1b, regulatory subunit 1 (45kDa)",5048,17,n/a,n/a
1090863,ENSG00000111845,34292,PAK1IP1,PAK1 interacting protein 1,55003,6,n/a,n/a
1089263,ENSG00000100767,59824,PAPLN,"papilin, proteoglycan-like sulfated glycoprotein",89932,14,n/a,n/a
1102819,ENSG00000185345,5039,PARK2,"parkinson protein 2, E3 ubiquitin protein ligase (parkin)",5071,6,n/a,n/a
1092623,ENSG00000125813,5043,PAX1,paired box 1,5075,20,n/a,n/a
1088203,ENSG00000075891,5044,PAX2,paired box 2,5076,10,n/a,n/a
1094080,ENSG00000135903,5045,PAX3,paired box 3,5077,2,n/a,n/a
1090177,ENSG00000106331,5046,PAX4,paired box 4,5078,7,n/a,n/a
1103810,ENSG00000196092,5047,PAX5,paired box 5,5079,9,n/a,n/a
1087047,ENSG00000007372,5048,PAX6,paired box 6,5080,11,n/a,n/a
1087101,ENSG00000009709,5049,PAX7,paired box 7,5081,1,n/a,n/a
1092583,ENSG00000125618,7803,PAX8,paired box 8,7849,2,n/a,n/a
1104748,ENSG00000198807,5051,PAX9,paired box 9,5083,14,n/a,n/a
1102876,ENSG00000185630,5055,PBX1,pre-B-cell leukemia homeobox 1,5087,1,n/a,n/a
1105081,ENSG00000204304,5057,PBX2,pre-B-cell leukemia homeobox 2,5089,6,n/a,n/a
1098968,ENSG00000167081,5058,PBX3,pre-B-cell leukemia homeobox 3,5090,9,n/a,n/a
1090069,ENSG00000105717,56488,PBX4,pre-B-cell leukemia homeobox 4,80714,19,n/a,n/a
1096927,ENSG00000156453,5065,PCDH1,protocadherin 1,5097,5,n/a,n/a
1094621,ENSG00000138650,36848,PCDH10,protocadherin 10,57575,4,n/a,n/a
1089540,ENSG00000102290,27073,PCDH11X,protocadherin 11 X-linked,27328,X,n/a,n/a
1088986,ENSG00000099715,57627,PCDH11Y,protocadherin 11 Y-linked,83259,Y,n/a,n/a
1091093,ENSG00000113555,30775,PCDH12,protocadherin 12,51294,5,n/a,n/a
1096217,ENSG00000150275,41735,PCDH15,protocadherin-related 15,65217,10,n/a,n/a
1091758,ENSG00000118946,26998,PCDH17,protocadherin 17,27253,13,n/a,n/a
1103752,ENSG00000189184,33801,PCDH18,protocadherin 18,54510,4,n/a,n/a
1098498,ENSG00000165194,36799,PCDH19,protocadherin 19,57526,X,n/a,n/a
1104465,ENSG00000197991,41430,PCDH20,protocadherin 20,64881,13,n/a,n/a
1099644,ENSG00000169851,5067,PCDH7,protocadherin 7,5099,4,n/a,n/a
1094124,ENSG00000136099,5068,PCDH8,protocadherin 8,5100,13,n/a,n/a
1102538,ENSG00000184226,5069,PCDH9,protocadherin 9,5101,13,n/a,n/a
